frag_id,Label,Area,Mean,Min,Max,BX,BY,Width,Height,Circ.,AR,Round,Solidity
1,M40059-0.tif:2235-2913,22332996,200.457,17,255,204,174,5418,4122,0.771,1.314,0.761,1.000
