frag_id,Label,Area,Mean,Min,Max,BX,BY,Width,Height,Circ.,AR,Round,Solidity
1,M40062-0.tif:2071-2036,7313841,200.642,45,255,526,861,3021,2421,0.776,1.248,0.801,1.000
