frag_id,Label,Area,Mean,Min,Max,BX,BY,Width,Height,Major,Minor,Angle,Circ.,AR,Round,Solidity
1,M40061-10.tif:2818-7728,4686480,152.923,32,178,7176,696,1104,4245,4789.970,1245.731,90,0.515,3.845,0.260,1.000
2,M40061-10.tif:3253-3676,41816184,138.398,10,187,111,321,7131,5864,8046.472,6616.815,0,0.778,1.216,0.822,1.000
3,M40061-10.tif:2458-0474,3561780,141.525,32,178,39,411,870,4094,4619.584,981.690,90,0.454,4.706,0.213,1.000
