frag_id,Label,Area,Mean,Min,Max,BX,BY,Width,Height,Circ.,AR,Round,Solidity
1,M40060-0.tif:2193-3060,23831208,206.515,13,250,186,120,5748,4146,0.765,1.386,0.721,1.000
